id,year,fall,name,name_type,mass,latitude,longitude,type
10043,1911-01-01T00:00:00.000,Fell,Erevan,Valid,107.2,40.300000,44.500000,Point
10044,1889-01-01T00:00:00.000,Fell,Ergheo,Valid,20000,1.166670,44.166670,Point
10049,1812-01-01T00:00:00.000,Fell,Erxleben,Valid,2250,52.216670,11.250000,Point
10051,1837-01-01T00:00:00.000,Fell,Esnandes,Valid,1500,46.250000,-1.100000,Point
10055,1957-01-01T00:00:00.000,Fell,Essebi,Valid,500,2.883330,30.833330,Point
10059,1879-01-01T00:00:00.000,Fell,Estherville,Valid,320000,43.416670,-94.833330,Point
10074,1890-01-01T00:00:00.000,Fell,Farmington,Valid,89400,39.750000,-97.033330,Point
10075,1934-01-01T00:00:00.000,Fell,Farmville,Valid,56000,35.550000,-77.533330,Point
10078,1844-01-01T00:00:00.000,Fell,Favars,Valid,1500,44.383330,2.816670,Point
10079,1934-01-01T00:00:00.000,Fell,Fayetteville,Valid,2360,36.050000,-94.166670,Point
10080,1875-01-01T00:00:00.000,Fell,Feid Chair,Valid,380,36.883330,8.450000,Point
10081,1900-01-01T00:00:00.000,Fell,Felix,Valid,3200,32.533330,-87.166670,Point
10086,1924-01-01T00:00:00.000,Fell,Fenghsien-Ku,Valid,82,34.600000,116.750000,Point
10088,1889-01-01T00:00:00.000,Fell,Ferguson,Valid,220,36.100000,-81.416670,Point
10091,1996-01-01T00:00:00.000,Fell,Fermo,Valid,10200,43.181110,13.753330,Point
10107,1894-01-01T00:00:00.000,Fell,Fisher,Valid,17600,47.816670,-96.850000,Point
10111,1922-01-01T00:00:00.000,Fell,Florence,Valid,3640,30.833330,-97.766670,Point
10119,1890-01-01T00:00:00.000,Fell,Forest City,Valid,152000,43.250000,-93.666670,Point
10120,1942-01-01T00:00:00.000,Fell,Forest Vale,Valid,26000,-33.350000,146.858330,Point
10123,1924-01-01T00:00:00.000,Fell,Forksville,Valid,6067,36.783330,-78.083330,Point
10163,1900-01-01T00:00:00.000,Fell,Forsbach,Valid,240,50.950000,7.316670,Point
10164,1829-01-01T00:00:00.000,Fell,Forsyth,Valid,16300,33.016670,-83.966670,Point
10166,1944-01-01T00:00:00.000,Fell,Fort Flatters,Valid,,28.250000,7.000000,Point
10177,1868-01-01T00:00:00.000,Fell,Frankfort (stone),Valid,650,34.483330,-87.833330,Point
52412,1945-01-01T00:00:00.000,Fell,Fuhe,Valid,23000,31.475560,113.566940,Point
10836,1882-01-01T00:00:00.000,Fell,Fukutomi,Valid,11620,33.183330,130.200000,Point
10838,1654-01-01T00:00:00.000,Fell,Fünen,Valid,,55.333330,10.333330,Point
10839,1822-01-01T00:00:00.000,Fell,Futtehpur,Valid,4000,25.950000,80.816670,Point
10840,1977-01-01T00:00:00.000,Fell,Fuyang,Valid,2500,32.900000,115.900000,Point
10846,1826-01-01T00:00:00.000,Fell,Galapian,Valid,132.69999999999999,44.300000,0.400000,Point
10848,1952-01-01T00:00:00.000,Fell,Galim (a),Valid,36.1,7.050000,12.433330,Point
10849,1952-01-01T00:00:00.000,Fell,Galim (b),Valid,28,7.050000,12.433330,Point
10850,1995-01-01T00:00:00.000,Fell,Galkiv,Valid,5000,51.683330,30.783330,Point
10851,1897-01-01T00:00:00.000,Fell,Gambat,Valid,6400,27.350000,68.533330,Point
10854,1960-01-01T00:00:00.000,Fell,Gao-Guenie,Valid,,11.650000,-2.183330,Point
10860,1917-01-01T00:00:00.000,Fell,Garhi Yasin,Valid,380,27.883330,68.533330,Point
10861,1950-01-01T00:00:00.000,Fell,Garland,Valid,102,41.683330,-112.133330,Point
44882,1984-01-01T00:00:00.000,Fell,Gashua,Valid,4162,12.850000,11.033330,Point
10866,2000-01-01T00:00:00.000,Fell,Gasseltepaoua,Valid,,14.150830,-2.041670,Point
10870,1950-01-01T00:00:00.000,Fell,Geidam,Valid,725,12.916670,11.916670,Point
10914,1909-01-01T00:00:00.000,Fell,Gifu,Valid,14290,35.533330,136.883330,Point
10917,1853-01-01T00:00:00.000,Fell,Girgenti,Valid,18000,37.316670,13.566670,Point
10919,1947-01-01T00:00:00.000,Fell,Git-Git,Valid,480,9.600000,9.916670,Point
10923,1990-01-01T00:00:00.000,Fell,Glanerbrug,Valid,670,52.200000,6.866670,Point
10924,1939-01-01T00:00:00.000,Fell,Glanggang,Valid,1303,-7.250000,107.700000,Point
10926,1918-01-01T00:00:00.000,Fell,Glasatovo,Valid,152000,57.350000,37.616670,Point
10930,1991-01-01T00:00:00.000,Fell,Glatton,Valid,767,52.459720,-0.300000,Point
10936,1879-01-01T00:00:00.000,Fell,Gnadenfrei,Valid,1750,50.666670,16.766670,Point
10948,1865-01-01T00:00:00.000,Fell,Gopalpur,Valid,1600,24.233330,89.050000,Point
10949,1974-01-01T00:00:00.000,Fell,Gorlovka,Valid,3618,48.283330,38.083330,Point
10956,1964-01-01T00:00:00.000,Fell,Granes,Valid,9000,42.900000,2.250000,Point
11196,1976-01-01T00:00:00.000,Fell,Grefsheim,Valid,45.5,60.666670,11.000000,Point
50911,2009-01-01T00:00:00.000,Fell,Grimsby,Valid,215,43.200000,-79.616670,Point
11206,1861-01-01T00:00:00.000,Fell,Grosnaja,Valid,3500,43.666670,45.383330,Point
11207,1837-01-01T00:00:00.000,Fell,Gross-Divina,Valid,10500,49.266670,18.716670,Point
11208,1881-01-01T00:00:00.000,Fell,Grossliebenthal,Valid,8000,46.350000,30.583330,Point
11426,1841-01-01T00:00:00.000,Fell,Grüneberg,Valid,1000,51.933330,15.500000,Point
11429,1910-01-01T00:00:00.000,Fell,Grzempach,Valid,690,52.866670,16.633330,Point
11432,1932-01-01T00:00:00.000,Fell,Gualeguaychú,Valid,22000,-33.000000,-58.616670,Point
11435,1996-01-01T00:00:00.000,Fell,Guangmingshan,Valid,2910,39.804170,122.763890,Point
11436,1983-01-01T00:00:00.000,Fell,Guangnan,Valid,,24.100000,105.000000,Point
11437,1980-01-01T00:00:00.000,Fell,Guangrao,Valid,1900,37.100000,118.400000,Point
11439,1892-01-01T00:00:00.000,Fell,Guareña,Valid,39000,38.733330,-6.016670,Point
11440,1891-01-01T00:00:00.000,Fell,Guêa,Valid,1915,43.766670,20.233330,Point
11442,1972-01-01T00:00:00.000,Fell,Guibga,Valid,288,13.500000,-0.683330,Point
11443,1949-01-01T00:00:00.000,Fell,Guidder,Valid,968,9.916670,13.983330,Point
11448,1982-01-01T00:00:00.000,Fell,Gujargaon,Valid,2449,22.983330,76.050000,Point
11449,1984-01-01T00:00:00.000,Fell,Gujba,Valid,100000,11.491670,11.658330,Point
11450,1904-01-01T00:00:00.000,Fell,Gumoschnik,Valid,5700,42.900000,24.700000,Point
11464,1814-01-01T00:00:00.000,Fell,Gurram Konda,Valid,28,13.783330,78.566670,Point
11465,1981-01-01T00:00:00.000,Fell,Gursum,Valid,34650,9.366670,42.416670,Point
11466,1851-01-01T00:00:00.000,Fell,Gütersloh,Valid,1000,51.916670,8.383330,Point
11467,1930-01-01T00:00:00.000,Fell,Gyokukei,Valid,1320,35.000000,127.500000,Point
11468,1817-01-01T00:00:00.000,Fell,Hachi-oji,Valid,0.2,35.650000,139.333330,Point
11472,1934-01-01T00:00:00.000,Fell,Hainaut,Valid,9000,50.316670,3.733330,Point
11479,1944-01-01T00:00:00.000,Fell,Hallingeberg,Valid,1456,57.816670,16.233330,Point
11485,1959-01-01T00:00:00.000,Fell,Hamlet,Valid,3710,41.383330,-86.600000,Point
11824,1878-01-01T00:00:00.000,Fell,Haraiya,Valid,1000,26.800000,82.533330,Point
11829,1921-01-01T00:00:00.000,Fell,Haripura,Valid,315,28.383330,75.783330,Point
11830,1961-01-01T00:00:00.000,Fell,Harleton,Valid,8360,32.675000,-94.511670,Point
11842,1859-01-01T00:00:00.000,Fell,Harrison County,Valid,680,38.250000,-86.166670,Point
11848,1910-01-01T00:00:00.000,Fell,Hashima,Valid,1110.5999999999999,35.294500,136.700330,Point
11852,1890-01-01T00:00:00.000,Fell,Hassi-Jekna,Valid,1250,28.950000,0.816670,Point
11855,1628-01-01T00:00:00.000,Fell,Hatford,Valid,29000,51.650000,-1.516670,Point
11859,1971-01-01T00:00:00.000,Fell,Haverö,Valid,1544,60.245560,22.061940,Point
11869,1922-01-01T00:00:00.000,Fell,Hedeskoga,Valid,3500,55.466670,13.783330,Point
11870,1910-01-01T00:00:00.000,Fell,Hedjaz,Valid,6100,27.333330,35.666670,Point
11875,1857-01-01T00:00:00.000,Fell,Heredia,Valid,1000,10.000000,-84.100000,Point
11878,1869-01-01T00:00:00.000,Fell,Hessle,Valid,20000,59.850000,17.666670,Point
11883,1897-01-01T00:00:00.000,Fell,Higashi-koen,Valid,750,33.600000,130.433330,Point
11884,1804-01-01T00:00:00.000,Fell,High Possil,Valid,4500,55.900000,-4.233330,Point
11889,2003-01-01T00:00:00.000,Fell,Hiroshima,Valid,414,34.450000,132.383330,Point
44714,2003-01-01T00:00:00.000,Fell,Hoima,Valid,167.7,1.345000,31.472780,Point
11893,1954-01-01T00:00:00.000,Fell,Hökmark,Valid,305.5,64.433330,21.200000,Point
11894,1912-01-01T00:00:00.000,Fell,Holbrook,Valid,220000,34.900000,-110.183330,Point
11895,1923-01-01T00:00:00.000,Fell,Holetta,Valid,1415,9.066670,38.416670,Point
11901,1875-01-01T00:00:00.000,Fell,Homestead,Valid,230000,41.800000,-91.866670,Point
11904,1825-01-01T00:00:00.000,Fell,Honolulu,Valid,2420,21.300000,-157.866670,Point
11913,1956-01-01T00:00:00.000,Fell,Hotse,Valid,180,35.666670,115.500000,Point
11915,1963-01-01T00:00:00.000,Fell,Hoxie,Valid,266.10000000000002,39.350000,-100.450000,Point
11916,1751-01-01T00:00:00.000,Fell,Hraschina,Valid,49000,46.100000,16.333330,Point
54719,2010-01-01T00:00:00.000,Fell,Huaxi,Valid,1600,26.464690,106.632410,Point
11986,1877-01-01T00:00:00.000,Fell,Hungen,Valid,112,50.300000,8.916670,Point
11989,1901-01-01T00:00:00.000,Fell,Hvittis,Valid,14000,61.183330,22.683330,Point
11992,1870-01-01T00:00:00.000,Fell,Ibbenbüren,Valid,2000,52.283330,7.700000,Point
11993,1957-01-01T00:00:00.000,Fell,Ibitira,Valid,2500,-20.000000,-45.000000,Point
11994,1949-01-01T00:00:00.000,Fell,Ibrisim,Valid,,38.000000,35.000000,Point
11995,1936-01-01T00:00:00.000,Fell,Ichkala,Valid,3973,58.200000,82.933330,Point
12000,1956-01-01T00:00:00.000,Fell,Idutywa,Valid,3457,-32.100000,28.333330,Point
12003,1977-01-01T00:00:00.000,Fell,Iguaracu,Valid,1200,-23.200000,-51.833330,Point
12004,1975-01-01T00:00:00.000,Fell,Ijopega,Valid,7330,-6.033330,145.366670,Point
12027,1891-01-01T00:00:00.000,Fell,Indarch,Valid,27000,39.750000,46.666670,Point
12028,1917-01-01T00:00:00.000,Fell,Independence,Valid,880,39.083330,-94.400000,Point
12037,1963-01-01T00:00:00.000,Fell,Inner Mongolia,Valid,3000,41.000000,112.000000,Point
12039,1977-01-01T00:00:00.000,Fell,Innisfree,Valid,4576,53.415000,-111.337500,Point
12043,1972-01-01T00:00:00.000,Fell,Ipiranga,Valid,7000,-25.500000,-54.500000,Point
12049,1954-01-01T00:00:00.000,Fell,Ishinga,Valid,1300,-8.933330,33.800000,Point
12053,1928-01-01T00:00:00.000,Fell,Isthilart,Valid,3050,-31.183330,-57.950000,Point
12056,1879-01-01T00:00:00.000,Fell,Itapicuru-Mirim,Valid,2024,-3.400000,-44.333330,Point
12058,1990-01-01T00:00:00.000,Fell,Itqiy,Valid,4720,26.590830,-12.952170,Point
12063,1938-01-01T00:00:00.000,Fell,Ivuna,Valid,704.5,-8.416670,32.433330,Point
12065,1903-01-01T00:00:00.000,Fell,Jackalsfontein,Valid,48000,-32.500000,21.900000,Point
12067,1926-01-01T00:00:00.000,Fell,Jajh deh Kot Lalu,Valid,973,26.750000,68.416670,Point
12068,1990-01-01T00:00:00.000,Fell,Jalanash,Valid,700,,,
12069,1621-01-01T00:00:00.000,Fell,Jalandhar,Valid,1967,31.000000,75.000000,Point
12072,1866-01-01T00:00:00.000,Fell,Jamkheir,Valid,22,18.750000,75.333330,Point
12074,1979-01-01T00:00:00.000,Fell,Jartai,Valid,20500,39.700000,105.800000,Point
12078,1889-01-01T00:00:00.000,Fell,Jelica,Valid,34000,43.833330,20.441670,Point
12079,1901-01-01T00:00:00.000,Fell,Jemlapur,Valid,450,,,
51589,2009-01-01T00:00:00.000,Fell,Jesenice,Valid,3667,46.421370,14.052170,Point
12085,1873-01-01T00:00:00.000,Fell,Jhung,Valid,5900,31.300000,72.383330,Point
12086,1964-01-01T00:00:00.000,Fell,Jiange,Valid,222,31.916670,104.916670,Point
12087,1890-01-01T00:00:00.000,Fell,Jianshi,Valid,600000,30.808330,109.500000,Point
12171,1976-01-01T00:00:00.000,Fell,Jilin,Valid,4000000,44.050000,126.166670,Point
47362,2006-01-01T00:00:00.000,Fell,Jodiya,Valid,100,22.680000,70.313330,Point
12173,1877-01-01T00:00:00.000,Fell,Jodzie,Valid,30,55.700000,24.400000,Point
12198,1924-01-01T00:00:00.000,Fell,Johnstown,Valid,40300,40.350000,-104.900000,Point
12199,1974-01-01T00:00:00.000,Fell,Jolomba,Valid,483,-11.850000,15.833330,Point
12202,1819-01-01T00:00:00.000,Fell,Jonzac,Valid,5000,45.433330,-0.450000,Point
12203,1997-01-01T00:00:00.000,Fell,Juancheng,Valid,100000,35.500000,115.416670,Point
12207,1876-01-01T00:00:00.000,Fell,Judesegeri,Valid,680,12.850000,76.800000,Point
12209,1984-01-01T00:00:00.000,Fell,Jumapalo,Valid,32490,-7.716670,111.200000,Point
12210,1976-01-01T00:00:00.000,Fell,Junan,Valid,950,35.200000,118.800000,Point
12213,1968-01-01T00:00:00.000,Fell,Juromenha,Valid,25250,38.740280,-7.270000,Point
12214,1821-01-01T00:00:00.000,Fell,Juvinas,Valid,91000,44.716670,4.300000,Point
12218,1857-01-01T00:00:00.000,Fell,Kaba,Valid,3000,47.350000,21.300000,Point
12220,1971-01-01T00:00:00.000,Fell,Kabo,Valid,13400,11.850000,8.216670,Point
12221,1822-01-01T00:00:00.000,Fell,Kadonah,Valid,89,27.083330,78.333330,Point
12222,1838-01-01T00:00:00.000,Fell,Kaee,Valid,230,27.250000,79.966670,Point
12227,1908-01-01T00:00:00.000,Fell,Kagarlyk,Valid,1900,49.866670,30.833330,Point
12228,1980-01-01T00:00:00.000,Fell,Kaidun,Valid,2000,15.000000,48.300000,Point
12229,1937-01-01T00:00:00.000,Fell,Kainsaz,Valid,200000,55.433330,53.250000,Point
12230,1890-01-01T00:00:00.000,Fell,Kakangari,Valid,350,12.383330,78.516670,Point
12231,1858-01-01T00:00:00.000,Fell,Kakowa,Valid,577,45.133330,21.666670,Point
12232,1951-01-01T00:00:00.000,Fell,Kalaba,Valid,950,-6.833330,29.500000,Point
12236,1879-01-01T00:00:00.000,Fell,Kalumbi,Valid,4500,17.833330,73.983330,Point
12238,1942-01-01T00:00:00.000,Fell,Kamalpur,Valid,2770,26.033330,81.466670,Point
12240,1913-01-01T00:00:00.000,Fell,Kamiomi,Valid,448,36.041670,139.956670,Point
12241,1902-01-01T00:00:00.000,Fell,Kamsagar,Valid,1293,14.183330,75.800000,Point
12243,1959-01-01T00:00:00.000,Fell,Kandahar (Afghanistan),Valid,299,31.600000,65.783330,Point
12245,1908-01-01T00:00:00.000,Fell,Kangean,Valid,1630,-7.000000,115.500000,Point
12246,1897-01-01T00:00:00.000,Fell,Kangra Valley,Valid,400,32.083330,76.300000,Point
12251,1942-01-01T00:00:00.000,Fell,Kapoeta,Valid,11355,4.700000,33.633330,Point
47357,2004-01-01T00:00:00.000,Fell,Kaprada,Valid,1600,20.339160,73.223290,Point
12253,1937-01-01T00:00:00.000,Fell,Kaptal-Aryk,Valid,3500,42.450000,73.366670,Point
12256,1840-01-01T00:00:00.000,Fell,Karakol,Valid,3000,47.216670,81.016670,Point
12258,1963-01-01T00:00:00.000,Fell,Karatu,Valid,2220,-3.500000,35.583330,Point
12260,1949-01-01T00:00:00.000,Fell,Karewar,Valid,180,12.900000,7.150000,Point
12262,1905-01-01T00:00:00.000,Fell,Karkh,Valid,22000,27.800000,67.166670,Point
12263,1955-01-01T00:00:00.000,Fell,Karloowala,Valid,2950,31.583330,71.600000,Point
12264,1930-01-01T00:00:00.000,Fell,Karoonda,Valid,41730,-35.083330,139.916670,Point
12266,1938-01-01T00:00:00.000,Fell,Kasamatsu,Valid,710,35.366670,136.766670,Point
30740,2003-01-01T00:00:00.000,Fell,Kasauli,Valid,16820,29.583330,77.583330,Point
35465,1999-01-01T00:00:00.000,Fell,Katagum,Valid,1500,11.333330,10.083330,Point
47351,2006-01-01T00:00:00.000,Fell,Kavarpura,Valid,6800,25.143330,75.813330,Point
12268,1961-01-01T00:00:00.000,Fell,Kayakent,Valid,85000,39.263330,31.780000,Point
12270,1940-01-01T00:00:00.000,Fell,Kediri,Valid,3300,-7.750000,112.016670,Point
53654,2008-01-01T00:00:00.000,Fell,Kemer,Valid,5760,36.541940,29.418220,Point
12275,1939-01-01T00:00:00.000,Fell,Kendleton,Valid,6937,29.450000,-96.000000,Point
12276,2003-01-01T00:00:00.000,Fell,Kendrapara,Valid,6669.2,20.462500,86.702780,Point
12282,1874-01-01T00:00:00.000,Fell,Kerilis,Valid,5000,48.400000,-3.300000,Point
12284,1869-01-01T00:00:00.000,Fell,Kernouve,Valid,80000,48.116670,-3.083330,Point
12286,1850-01-01T00:00:00.000,Fell,Kesen,Valid,135000,38.983330,141.616670,Point
12288,1873-01-01T00:00:00.000,Fell,Khairpur,Valid,13600,29.533330,72.300000,Point
12289,1932-01-01T00:00:00.000,Fell,Khanpur,Valid,3698,25.550000,83.116670,Point
12291,1787-01-01T00:00:00.000,Fell,Kharkov,Valid,1500,50.625000,35.075000,Point
12294,1860-01-01T00:00:00.000,Fell,Kheragur,Valid,450,26.950000,77.883330,Point
12296,1867-01-01T00:00:00.000,Fell,Khetri,Valid,100,28.016670,75.816670,Point
12297,1929-01-01T00:00:00.000,Fell,Khmelevka,Valid,6109,56.750000,75.333330,Point
12298,1910-01-01T00:00:00.000,Fell,Khohar,Valid,9700,25.100000,81.533330,Point
12299,1932-01-01T00:00:00.000,Fell,Khor Temiki,Valid,3200,16.000000,36.000000,Point
12300,1983-01-01T00:00:00.000,Fell,Kidairat,Valid,100000,14.000000,28.000000,Point
12301,1962-01-01T00:00:00.000,Fell,Kiel,Valid,737.6,54.400000,10.150000,Point
12303,1970-01-01T00:00:00.000,Fell,Kiffa,Valid,1500,16.583330,-11.333330,Point
12305,1906-01-01T00:00:00.000,Fell,Kijima (1906),Valid,331,36.850000,138.383330,Point
12306,1809-01-01T00:00:00.000,Fell,Kikino,Valid,195,55.000000,34.000000,Point
12307,2002-01-01T00:00:00.000,Fell,Kilabo,Valid,19000,12.766670,9.800000,Point
12308,1911-01-01T00:00:00.000,Fell,Kilbourn,Valid,772,43.583330,-89.600000,Point
12309,1844-01-01T00:00:00.000,Fell,Killeter,Valid,140,54.666670,-7.666670,Point
12316,1967-01-01T00:00:00.000,Fell,Kingai,Valid,67.400000000000006,11.633330,24.683330,Point
12321,1906-01-01T00:00:00.000,Fell,Kirbyville,Valid,97.7,30.750000,-95.950000,Point
12325,1914-01-01T00:00:00.000,Fell,Kisvarsány,Valid,1550,48.166670,22.308330,Point
12326,1998-01-01T00:00:00.000,Fell,Kitchener,Valid,202.6,43.383330,-80.383330,Point
12332,1843-01-01T00:00:00.000,Fell,Klein-Wenden,Valid,3250,51.600000,10.800000,Point
12335,1866-01-01T00:00:00.000,Fell,Knyahinya,Valid,500000,48.900000,22.400000,Point
12336,1999-01-01T00:00:00.000,Fell,Kobe,Valid,136,34.733330,135.166670,Point
12342,1986-01-01T00:00:00.000,Fell,Kokubunji,Valid,11510,34.300000,133.950000,Point
12343,1926-01-01T00:00:00.000,Fell,Komagome,Valid,238,35.733330,139.750000,Point
12344,1931-01-01T00:00:00.000,Fell,Konovo,Valid,90,42.516670,26.166670,Point
53810,2010-01-01T00:00:00.000,Fell,Košice,Valid,4300,48.763670,21.176330,Point
12353,1869-01-01T00:00:00.000,Fell,Krähenberg,Valid,16500,49.326940,7.464720,Point
12355,1829-01-01T00:00:00.000,Fell,Krasnoi-Ugol,Valid,2440,54.033330,40.900000,Point
12357,1946-01-01T00:00:00.000,Fell,Krasnyi Klyuch,Valid,4000,54.333330,56.083330,Point
12363,1906-01-01T00:00:00.000,Fell,Krutikha,Valid,845.2,56.800000,77.000000,Point
12364,1946-01-01T00:00:00.000,Fell,Krymka,Valid,50000,47.833330,30.766670,Point
12368,1938-01-01T00:00:00.000,Fell,Kukschin,Valid,2250,51.150000,31.700000,Point
12369,1961-01-01T00:00:00.000,Fell,Kulak,Valid,453.6,30.731110,66.802220,Point
12370,1811-01-01T00:00:00.000,Fell,Kuleschovka,Valid,6000,50.750000,33.500000,Point
12373,1906-01-01T00:00:00.000,Fell,Kulp,Valid,3719,41.116670,45.000000,Point
12377,1949-01-01T00:00:00.000,Fell,Kunashak,Valid,200000,55.783330,61.366670,Point
12379,1998-01-01T00:00:00.000,Fell,Kunya-Urgench,Valid,1100000,42.250000,59.200000,Point
12381,1920-01-01T00:00:00.000,Fell,Kushiike,Valid,4460,37.050000,138.383330,Point
12382,1860-01-01T00:00:00.000,Fell,Kusiali,Valid,5,29.683330,78.383330,Point
12383,1977-01-01T00:00:00.000,Fell,Kutais,Valid,23,44.516670,39.300000,Point
12384,1914-01-01T00:00:00.000,Fell,Kuttippuram,Valid,45000,10.833330,76.033330,Point
12385,1932-01-01T00:00:00.000,Fell,Kuznetzovo,Valid,4047,55.200000,75.333330,Point
12390,1886-01-01T00:00:00.000,Fell,Kyushu,Valid,45000,32.033330,130.633330,Point
12392,1879-01-01T00:00:00.000,Fell,La Bécasse,Valid,2800,47.083330,1.750000,Point
12394,1878-01-01T00:00:00.000,Fell,La Charca,Valid,399,20.666670,-101.283330,Point
12395,1924-01-01T00:00:00.000,Fell,La Colina,Valid,2000,-37.333330,-61.533330,Point
12396,1985-01-01T00:00:00.000,Fell,La Criolla,Valid,45000,-31.233330,-58.166670,Point
12408,1871-01-01T00:00:00.000,Fell,Laborel,Valid,3833,44.283330,5.583330,Point
12433,1955-01-01T00:00:00.000,Fell,Lahrauli,Valid,900,26.783330,82.716670,Point
12434,1803-01-01T00:00:00.000,Fell,L'Aigle,Valid,37000,48.766670,0.633330,Point
32531,2003-01-01T00:00:00.000,Found,Cumulus Hills 04075,Valid,9.6,,,
12435,1910-01-01T00:00:00.000,Fell,Lakangaon,Valid,212.5,21.866670,76.033330,Point
12451,1887-01-01T00:00:00.000,Fell,Lalitpur,Valid,372,24.450000,78.566670,Point
12455,1872-01-01T00:00:00.000,Fell,Lancé,Valid,51700,47.700000,1.066670,Point
12456,1897-01-01T00:00:00.000,Fell,Lancon,Valid,7000,43.750000,5.116670,Point
12461,1947-01-01T00:00:00.000,Fell,Långhalsen,Valid,2300,58.850000,16.733330,Point
12464,1986-01-01T00:00:00.000,Fell,Lanxi,Valid,1282,46.241670,126.196110,Point
12465,1925-01-01T00:00:00.000,Fell,Lanzenkirchen,Valid,7000,47.750000,16.233330,Point
12466,1987-01-01T00:00:00.000,Fell,Laochenzhen,Valid,14250,33.133330,115.166670,Point
12740,1830-01-01T00:00:00.000,Fell,Launton,Valid,1060,51.900000,-1.116670,Point
12743,1938-01-01T00:00:00.000,Fell,Lavrentievka,Valid,800,52.450000,51.566670,Point
12748,1845-01-01T00:00:00.000,Fell,Le Pressoir,Valid,3000,47.166670,0.433330,Point
12749,1845-01-01T00:00:00.000,Fell,Le Teilleul,Valid,780,48.533330,-0.866670,Point
12755,1943-01-01T00:00:00.000,Fell,Leedey,Valid,51500,35.883330,-99.333330,Point
12756,1912-01-01T00:00:00.000,Fell,Leeuwfontein,Valid,460,-25.666670,28.366670,Point
12759,1999-01-01T00:00:00.000,Fell,Leighlinbridge,Valid,271.39999999999998,52.666670,-6.966670,Point
12760,1907-01-01T00:00:00.000,Fell,Leighton,Valid,877,34.583330,-87.500000,Point
12765,1900-01-01T00:00:00.000,Fell,Leonovka,Valid,700,52.266670,32.850000,Point
12769,1857-01-01T00:00:00.000,Fell,Les Ormes,Valid,125,48.350000,3.250000,Point
12772,1896-01-01T00:00:00.000,Fell,Lesves,Valid,2000,50.366670,4.733330,Point
14646,1973-01-01T00:00:00.000,Fell,Lichtenberg,Valid,4000,-26.150000,26.183330,Point
14650,1930-01-01T00:00:00.000,Fell,Lillaverke,Valid,6862,56.650000,15.866670,Point
14652,1813-01-01T00:00:00.000,Fell,Limerick,Valid,50000,52.566670,-8.783330,Point
14655,1854-01-01T00:00:00.000,Fell,Linum,Valid,1862,52.750000,12.900000,Point
14659,1978-01-01T00:00:00.000,Fell,Lishui,Valid,498,31.633330,118.983330,Point
14661,1808-01-01T00:00:00.000,Fell,Lissa,Valid,12800,50.200000,14.850000,Point
14664,1839-01-01T00:00:00.000,Fell,Little Piney,Valid,491,37.916670,-92.083330,Point
14670,1820-01-01T00:00:00.000,Fell,Lixna,Valid,5213,56.000000,26.433330,Point
14675,1868-01-01T00:00:00.000,Fell,Lodran,Valid,1000,29.533330,71.800000,Point
14678,1994-01-01T00:00:00.000,Fell,Lohawat,Valid,40000,26.965560,72.626670,Point
52843,2010-01-01T00:00:00.000,Fell,Lorton,Valid,329.7,38.700660,-77.211630,Point
14708,1894-01-01T00:00:00.000,Fell,Los Martinez,Valid,25,38.000000,-0.833330,Point
14711,1970-01-01T00:00:00.000,Fell,Lost City,Valid,17000,36.008330,-95.150000,Point
14716,1977-01-01T00:00:00.000,Fell,Louisville,Valid,1300,38.250000,-85.750000,Point
14718,1935-01-01T00:00:00.000,Fell,Łowicz,Valid,59000,52.000000,19.916670,Point
14721,1926-01-01T00:00:00.000,Fell,Lua,Valid,9241,24.950000,75.150000,Point
14724,1768-01-01T00:00:00.000,Fell,Lucé,Valid,3500,47.850000,0.483330,Point
14753,1869-01-01T00:00:00.000,Fell,Lumpkin,Valid,340,32.033330,-84.766670,Point
14754,1980-01-01T00:00:00.000,Fell,Lunan,Valid,2520,24.800000,103.300000,Point
14755,1889-01-01T00:00:00.000,Fell,Lundsgård,Valid,11000,56.216670,13.033330,Point
14756,1813-01-01T00:00:00.000,Fell,Luotolax,Valid,885,61.200000,27.700000,Point
14757,1753-01-01T00:00:00.000,Fell,Luponnas,Valid,14000,46.216670,5.000000,Point
14759,1951-01-01T00:00:00.000,Fell,Lusaka,Valid,,-7.216670,29.433330,Point
14764,1937-01-01T00:00:00.000,Fell,Mabwe-Khoywa,Valid,540,19.000000,97.000000,Point
15370,1836-01-01T00:00:00.000,Fell,Macau,Valid,1500,-5.200000,-36.666670,Point
15371,1981-01-01T00:00:00.000,Fell,Machinga,Valid,93200,-15.212220,35.242220,Point
15372,1936-01-01T00:00:00.000,Fell,Macibini,Valid,1995,-28.833330,31.950000,Point
15379,1950-01-01T00:00:00.000,Fell,Madhipura,Valid,1000,25.916670,86.366670,Point
15380,1935-01-01T00:00:00.000,Fell,Madiun,Valid,400,-7.750000,111.533330,Point
15382,1896-01-01T00:00:00.000,Fell,Madrid,Valid,400,40.416670,-3.716670,Point
15383,1941-01-01T00:00:00.000,Fell,Mafra,Valid,600,-26.166670,-49.933330,Point
15386,1899-01-01T00:00:00.000,Fell,Magnesia,Valid,5000,37.866670,27.516670,Point
15387,1990-01-01T00:00:00.000,Fell,Magombedze,Valid,666.6,-19.483330,31.650000,Point
47361,2007-01-01T00:00:00.000,Fell,Mahadevpur,Valid,70500,27.666670,95.783330,Point
